idBuku,judulBuku,tipe,penerbit,tahun,deskripsi
3316.0,"Prosiding : Sub Kegiatan Naskah Poster & Oral Presentasi, Bagian I",Prosiding Kebidanan,IBI,2014,"Prosiding ini b erisi tentang pengaruh pendidikan kesehatan melalui media smartphone & booklet terhadap pengetahuan & sikap remaja tentang kesehatan reproduksi, persepsi, sikap & perilaku seks & seksualitas antara remaja laki-laki & perempuan ( studi deskripstif di SMA 1 & 2 Kota Bima) Tahun 2011 dst."
3317.0,Jurnal Ilmiah Bidan: The Scientific Journals of Midwife Vol.1 No.3 Desember 2016,Jurnal Kebidanan,PP IBI,2016,"Jurnal ini berisi tentang pengaruh pendampingan kader pada ibu hamil terhadap kepatuhan minum tablet Fe, hubungan kecemasan ibu hamil terhadap kejadian preeklampsia di RSUD Majalaka Kab. Bandung, pengaruh kombinasi toga prenatal & senam hamil terhadap perubahan kadar kortisol & lama persalinan kala I dst."
3318.0,Jurnal Ilmiah Bidan: The Scientific Journals of Midwife Vol.1 No.2 Maret 2016,Jurnal Kebidanan,PP IBI,2016,"Jurnal ini berisi tentang hubungan promosi kesehatan reproduksi terhadap faktor resiko perilaku seksual remaja di SMA 63 Jaksel Tahun 2015, hubungan keikutsertaan senam hamil dengan kecemasan primigravida dalam menghadapi persalinan, efektivitas akupresur selama persalinan ( studi tinjauan pustaka ) dst."
3320.0,Pedoman Pijat Bayi Prematur & Bayi Usia 0-3 Bulan,Buku,Agriwidya,2008,"Buku ini berisi tentang arti sentuhan di awal kehidupan, manfaat pijat pada pijat bayi, mekanisme dasar pemijatan, cara memijat bayi prematur, sentuhan relaksasi & gerakan peregangan lembut utk bayi cukup bulan usia 0-3 bulan, pijatan peralihan untuk bayi usia 1-3 bulan dll."
3321.0,Buku Saku Keperawatan Jiwa,Buku,EGC,2007,"Buku ini berisi tentang prinsip asuhan keperawatan jiwa, hubungan terapeutik perawat-pasien, peran & fungsi perawat jiwa, konteks biopsikososial askep jiwa dst"
3322.0,Psikologi Industri Dan Organisasi,Buku,UI Press,2001,"Buku ini membahas tentang kepemimpinan dlm perusahaan, organisasi & kelompok kerja, motivasi kerja, kepuasan kerja, stres & keselamatan kerja pelatihan & pengembangan tenaga kerja dll."
3323.0,Rencana Asuhan Keperawatan Maternal & BBL,Buku,Elexmedia,2012,"Buku ini menjelaskan tentang proses keperawatan & berpikir kritis, diagnosis keperawatan pda rencana asuhan (umum), Asuhan antepartum, asuhan intrapartum, asuhan postpartum, asuhan Bayi Baru Lahir dll."
3324.0,"Stroke: Aspek Diagnostik, Patofisiologi, Manajemen",Buku,FKUI,2011,"Buku ini berisi tentang epidemiologi stroke, anatomi pembuluh darah otak & patofisiologi stroke, biomolekuler pada stroke, diagnosis stroke, manajemen umum stroke, manajemen pra RS & kegawatdaruratan, prevensi stroke, askep pada stroke, pemantauan dgn skala stroke, fisioterapi pada stroke akut dll."
3326.0,Higiene Industri,Buku,FKUI Press,2008,"Buku ini berisi tentang faktor kiomia, prinsip dasar penerapan higiene industri, higiene industri, sejarah higiene industri dan perkembangannya,  faktor fisik, suhu ekstrim, kebisingan, radiasi elektromagnetik, tekanan udara ekstrim dll"
3331.0,Psikologi Perkembangan:Pengantar Dalam Berbagai Bagiannya,Buku,UI Press,2004,"Buku ini menjelaskan tentang objek & metode psikologi perkembangan, periodse pre-natal & tahun pertama, usia 1 s/d 4 tahun, anak pra-sekolah & anak sekolah, masa remaja, masa dewasa, perkembangan yg terganggu & penyimpangan dlm prkembangan dll."
3332.0,Psikologi Perkembangan: Anak Tiga Tahun Pertama,Buku,UI Press,2011,"Buku ini berisi tentang ruang lingkup psikologi perkembangan, prinsip-prinsip psikologi perkembangan, peridisasi perkembangan manusia, metode penelitian psikologi perkembangan, pembentukan kehidupan kehidupan baru, kelahiran anak tunggal & kembar, perkembangan fisiologi bayi dll."
3333.0,Pelayanan KB & Kontrasepsi,Buku,TIM,2008,"Buku ini membahas tentang program KB, Metode kontrasepsi dll"
3334.0,Indonesian Journal of Obstetrics and Gynecology Vol.4 No. 1 January 2016,Jurnal Kebidanan,POGI,2016,"Jurnal ini berisi tentang assistance influence on labor pain level, gynec ology cancer in re;ationship with obesity, hypoxia inducible factor 1 in correlation, the incidence of anal sphincter ruptures and risk factors dst."
3335.0,Indonesian Journal of Obstetrics and Gynecology Vol.4 No.4 Oktober 2016,Jurnal Kebidanan,POGI,2016,"Jurnal ini berisi tentang the characteristics of preeclampsia with severe features, heat shock protein 70 (HSP 70) level in threatened abortion, anti-mullerian hormone level in laparoscopic cystectomy, comparison of the levator hiatal area dst."
3336.0,Indonesian Journal of Obstetrics and Gynecology Vol.4 No. 3 July 2016,Jurnal Kebidanan,POGI,2016,"Jurnal ini berisi tentang characteristics of maternal mortality cases in a tertiary hospital, maternal and fetal outcome on pregnancy in advanced maternal age, the level of C125 in pre-and post-operative of endometriosis, postradical hysterectomy survival rate in early stage cervical cancer patients dst."
3337.0,Indonesian Journal of Obstetrics and Gynecology Vol.4 No. 2 April 2016,Jurnal Kebidanan,POGI,2016,"Jurnal ini berisi tentang prevalence of postpartum anxiety and depression after intrapartum oxytocin, profile of maternal referral cases, transforming growth factor and tropoelastin expression in uterine prolapse, postplacental IUD insertion using ring forceps versus push and push technique dll."
3338.0,Jurnal Kesehatan Masyarakat Vol.11 No.1 Juli 2015,Jurnal Kesehatan Masyarakat,UNNES,2015,"Jurnal ini berisi artikel tentang faktor prediksi yang mempengaruhi terjadinya stunting pada anak usia dibawah 5 tahun, analisis penyebab resistensi obat anti tuberkulosis, faktor determinan toksoplasmosis pada ibu hamil, karakter gizi remaja putri urban dan rurai di provinsi Jawa Tengah, pola asuh dan pembentukan perilaku seksual berisiko terhadap HIV/Aids pada waria, pola asuh dalam kesehatan anak pada ibu buruh pabrik dll."
3339.0,Jurnal Kesehatan Masyarakat Vol. 12 No. 1 July 2016,Jurnal Kesehatan Masyarakat,UNNES,2016,"Jurnal ini berisi tentang risk factors and predictive model of diarrhea in kuping, the analysis of school health development index (SDHI), the sexual behavior of male sexual partner of tranvestite in the preventation efforts of HIV/Aids transmission, the determinants of infant mortality in neonatal period dll."
3341.0,Jurnal Media Kesehatan Masyarakat Indonesia ( MKMI) Vol.12 No. 4 Desember 2016,Jurnal Kesehatan Masyarakat,FKM UNHAS,2016,"Jurnal ini berisi tentang hubungan asupan gizi dan serum retinol dengan morbiditas pada anak 1-3 tahun di Jawa Tengah, faktor risiko kejadian infeksi menular seksual di Puskesmas Kalumata Kota Ternate, kejadian DBD Berdasarkan faktor iklim di Kota Ternate, asupan kalsiun dan tingkat kecukupan kalsium pada ibu hamil di kabupaten Jember dst."
3342.0,Indonesian Journal Of Clinical Pathology And Medical Laboratory Vol.22 No.3 July 2016,Jurnal Keperawatan,Unair,2016,"Jurnal ini berisi tentang estimated blood loss in open heart surgery, correlation of monocyte count, MLR and NLCR with presepsin level in SIRS, Interleukin 8 related with bone mineral density, metabolic syndrom among adults in rural areas dst."
3343.0,Indonesian Journal Of Clinical Pathology And Medical Laboratory Vol.22 No.1 November 2015,Jurnal Keperawatan,Perhimpunan Dokter Spesialis Patologi Klinik Indonesia,2015,"Prosiding ini membahas tentang perbedaan kolagen IV di kerusakan hati dan infeksi hepatitis C di pasien talasemia dengan kelebihan zat besi, pemeriksaan tingkat sdLDL serum kepada petanda diagnostik stenosis koroner, kloning dan overekspresi protein P24-Gag HIV dst."
3344.0,Indonesia Journal Of Clinical Pathology and Medical Laboratory Vol.21 No.3 Juli 2015,Jurnal Keperawatan,Airlangga University Press,2015,"Jurnal ini berisi artikel tentang nilai rujukan solubletransferrin receptor, analisis absolute neutrophil count di pasien kanker payudara dengan kemoterapi, packed red cell dengan delta Hb dan jumlah eritrosit anemia penyakit kronis, indeks aterogenik plasma di infark miokard akut dan penyakit diabetes melitus dll."
3345.0,Indonesian Journal Of Clinical Pathology And Medical Laboratory Vol.22 No.2 Maret 2016,Jurnal Keperawatan,Unair,2016,"Jurnal ini membahas tentang angka banding netrofil/limfosit di populasi dewasa muda, penilaian uji troponin I dengan point of care testing, permintaan darah persiapan tindakan bedah di RSUP Dr. Wahidin Sudirohusodo dst."
3346.0,Pengantar Akutansi 1,Text,Unknown,2016,"Buku Pengantar Akuntansi 1 ini menitikberatkan pada materi-materi yang bersifat aplikatif dan disertai dengan ilustrasi (contoh-contoh) yang mudah dipahami, sehingga memudahkan para pembaca untuk mempelajarinya. Buku ini ditujukan untuk mahasiswa D-3 maupun S-1 yang mengambil mata ajar Pengantar Akuntansi 1, maupun masyarakat umum yang belum mengerti dan tertarik untuk mempelajari akuntansi, khususnya terkait proses pembuatan laporan keuangan. Pembahasan dalam buku ini menggunakan bahasa yang mudah dipahami dan komprehensif sehingga memudahkan para pernbaca dalam memaharninya.rnrnSusunan materi buku ini dibagi ke dalam empat bagian, dimana bagian pertama membahas mengenai peranan akuntansi dan perkembangannya di dalam dunia bisnis, serta teknik dasar tentang persamaan akuntansi. Bagian kedua membahas mengenai siklus akuntansi perusahaan jasa, mulai dari bukti transaksi, pencatatan ke dalam jumal, posting ke buku besar dan neraca saldo, sampai dengan penyelesaian siklus akuntansi. Sedangkan pada bagian ketiga membahas mengenai siklus akuntansi perusahaan dagang, dimana sistem pencatatan persediaan barang dagang menggunakan sistem periodik maupun sistem perpetual. Bagian terakhir dalam buku ini membahas mengenai sistem akuntansi yang bersifat manual. Buku Pengantar Akuntansi 1 ini terdiri dari 8 Bab."
3348.0,Nantikan Aku di Batas Waktu,Buku,Dreamedia,2017,"cinta duh cinta, anugrah terindah namun sering pula berubah menjadi masalah dan musibah, jika benih-benih itu tumbuh di taman hati yang tak tepat, di musim yang tak seharusnya."
3350.0,Kapita Selekta Kedokteran Jld.1,Buku,FKUI,2000,"Buku ini berisi tentang ilmu penyakit mata, ilmu penyakit THT, ilmu peny.gigi & mulut, ilmu kedokteran jiwa, ilmu kebidanan & kandungan, Ilmu penyakit dalam dll."
3352.0,Kesehatan Lingkungan,Buku,Gadjah Mada University Press,2004,"Buku ini berisi tentang UKS, data & pola penyakit, manusia & lingkungan, lingkungan prenatal atmosfir dsb."
3353.0,"Pendidikan Kewarganegaraan : Pancasila, Demokrasi, HAM, dan Masyarakat Madani",Buku,Kencana,2014,"Buku ini berisi tentang pancasila & keharusan reaktualisasi, identitas nasional & globalisasi, demokrasi: teori & praktik, konstitusi & tata perundang-undangan Indonesia, negara, agama & warga negara, HAM dsb."
3354.0,Pendidikan Pancasila Di Perguruan Tinggi ( Implementasi Nilai-Nilai Karakter Bangsa ),Buku,Ghalia Indonesia,2014,"Buku ini menjelaskan tentang pancasila sebagai filsafat, pancasila sebagai etika politik, pancasila sebagai ideologi nasional, pancasila dalam konteks sejarah perjuangan bangsa Indonesia, pancasila dalam konteks ketatanegaraan RI dst,."
3355.0,Urgensi Pendidikan Pancasila dan Kewarganegaraan di Perguruan Tinggi,Buku,Alfabeta,2014,"Buku ini berisi tentang sejarah lahirnya pendidikan pancasila dan kewarganegaraan, tujuan pembelajaran pendidikan pancasila dan kewarganegaraan, implementasi pendidikan pancasila dan kewarganegaraan di PT, pancasila sebagai ideologi nasional, kehidupan nasional dan ketahanan nasional, pancasila dalam konteks HAM, negara dan warga negara dalam sistem kenegaraan, pancasila dalam konteks sejarah perjuangan bangsa Indonesia, tatacara pemilihan umum Indonesia dll."
3358.0,Jurnal MKMI ( Media Kesehatan Masyarakat Indonesia ) Vol.12 No.3 September 20-16,Buku,FKM UNHAS,2016,"Jurnal ini berisi tentang besar risiko kejadian hipertensi berdasarkan faktor perilaku pada TNI, faktor entomologi terhadap keberadaan larva Aedes Spp. pada daerah endemis DBD tertinggi dan terendah di kota Bogor, faktor risiko stunting pada anak usia 6-24 bulan di kota Bogor, anak dan jajanan sekolah: program pemberdayaan kesehatan anak sekolah dalam perspektif  pemerintah daerah dsb."
3360.0,Kesehatan Jiwa Dan Psikiatri,Buku,EGC,2007,"Buku ini berisi tentang gangguan ansietas, makan, penyesuaian, kepribadian dst"
3362.0,Kewirausahaan Untuk Mahasiswa Kebidanan,Buku,TIM,2011,"Buku ini membahas tentang kewirausahaan, kepemimpinan, mengambil resiko, mengambil keputusan, manajemen waktu, rencana bisnis, proyeksi keuangan, analisis laporan keuangan, pemasaran jasa, komunikasi bisnis, proposal bisnis, manajemen SDM dll."
3363.0,Pendidikan Keperawatan: Pendekatan Kurikulum Berbasis Kompetensi,Buku,USU Press,2011,"Buku ini berisi tentang pendidikan profesi kepeawatan, kurikulum pendidikan keperawatan, pembelajaran orang dewasa, teori pembelajaran, gaya belajar, tujuan pembelajaran, pengorganisasian pembelajaran, strategi & metode pembelajaran dll."
3364.0,Kesehatan & Gizi,Buku,Rineka Cipta,2004,"Buku ini berisi tentang kesehatan anak usia taman kanak-kanak, gizi untuk usia taman kanak-kanak, makanan sehat untuk anak usia taman kanak-kanak, keselamatan anak & lingkungan dll."
3365.0,Penilaian Status Gizi,Buku,EGC,2002,"Buku ini berisi tentang konsepdasar timbulnya masalah gizi, metode penilaian status gizi, antropometri gizi, survei konsumsi makanan, pemeriksaan klinis, penilaian status gizi secara biokimia, penilaian status gizi di RS dll."
3367.0,Besar Sampel & Cara Pengambilan Sampel dlm Penelitian Kedokteran,Buku,Salemba,2009,"Buku ini berisi tentang melihat duduk perkara terlebih dahulu, menentukan jenis pertanyaan penelitian, menentukan rumus besar sampel, menggunakan rumus besar sampel secara benar, besar sampel untuk desain khusus, menghitung power penelitian, cara pengambilan sampel dll."
3371.0,Memanen Sampah,Buku,Kanisius,2007,"Buku ini tentang problematika sampah, mengenal sampah, manajemen memanen sampah, solusi praktis, kata akhir."
3372.0,Keluarga Berencana & Kesehatan Reproduksi,Buku,EGC,2006,"Buku ini berisi tentang pilihan kontrasepsi, kontrasepsi oral kombinasi, alat konstrasepsi dalam rahim, metode barier, keluarga berencana alami, sterilisasi, kontrasepsi darurat, aspek legal keluarga berencana, aborsi terapeutik dst."
3373.0,"Neuroanatomi Klinik utk Mhasiswa Kedokteran, ed.5",Buku,Elexmedia,2007,"Buku ini menjelaskan Organisasi susunan saraf, neurobiologi neuron dan neuroglia, serabut saraf, saraf, ujung reseptor & efektor, batang otak, cerebellum & hubungannya, susunan saraf otonom dsb."
3374.0,Pengantar Keperawatan Profesional,Buku,EGC,1999,"perkembangan keperawatan, keperawatan sebagai profesi, konsep dan teori keperawatan, dll"
3377.0,Panduan Lengkap Pelayanan KB Terkini,Buku,Mitra Cendikia Press,2008,"Buku ini berisi tentang konsep kependudukan di Indonesia, identifikasi perkembangan KB Di Indonesia, program KB di Indonesia, program KIE dalam pelayanan KB, pendokumentasian pelayanan KB dst."
3378.0,Pelayanan Keluarga Berencana (dilengkapi dengan penuntun belajar),Buku,Fitramaya,2010,"Buku ini menjelaskan tentang konsep kependudukan di indonesia, perkembangan program KB, komunikasi, informasi, edukasi dalam pelayanan, pelayanan kontrasepsi dengan metode sederhana, pelayanan kontrasepsi suntik, pelayanan kontrasepsi oral, metode kontrasepsi oral dsb."
3380.0,Psikologi Ibu Dan Anak,Buku,Fitramaya,2000,"Buku ini berisi tentang konsep dasar psikolpgi umum, konsep perilaku manusia, konsep perilaku kesehatan, adaptasi, wanita sebagai gadis remaja, perkawinan, cara mengatasi gangguan psikologis nifas dsb."
3383.0,Teori Magi dan Mistis Sebuah Pengantar Antropologi Agama & Budaya,Buku,Dinas Pendidikan,2000,"Buku ini berisi tentang religi, agama dan budaya, magis, mitos, taboo, ritual dsb."
3384.0,Keperawatan Komunitas: Upaya Memandirikan Masyarakat Untuk Hidup Sehat,Buku,TIM,2008,"Buku ini berisi tentang konsep keperawatan kesehatan komunitas, konsep model keperawatan komunitas, asuhan keperawatan komunitas, posyandu, desa siaga & RW siaga, PHBS dst."
3385.0,"Keperawatan Maternitas: Kesehatan Wanita, bayi & Keluarga vol.2",Buku,Elexmedia,2012,"Buku ini berisi tentang pengkajian & penatalaksanaan pda periode pascapartum, pengkajian & penatalaksanaan kondisi maternal yg berisiko tinggi dll."
3387.0,Organisasi dan Manajemen Pelayanan Kesehatan: Teori dan Aplikasi dalam Pelayanan Puskesmas dan Rumah Sakit,Buku,Salemba Medika,2014,"Buku inimenjelaskan tentang organisasi dan administrasi kesehatan, manajemen pelayanan kesehatan, manajemen puskesmas, manajemen rumah sakit, aplikasi kepemimpinan dalam pelayanan kesehatan, manajemen mutu layanan kesehatan, manajemen konflik, analisis kebijakan dalam manajemen pelayanan kesehatan dsb."
3388.0,Buku Ajar Pediatrik Rudolph Vol.1 Ed.20,Buku,EGC,2006,"superpisi kesehatan anak, pasien remaja, masalah etika dalam pediatri, pediatri perkembangan-perilaku, bayi baru lahir, gangguan genetik dan defek lahir.Dll"
3391.0,Keperawatan Maternity Buku 1,Buku,elsevier,2013,"buku ini berisi tentang pada kompetensi budaya, keluarga, komunitas, promosi kesehatan, KB, dll"
3392.0,Buku Ajar Keperawatan Maternitas,Buku,EGC,2005,"Buku ini berisi tentang Mengenai keperawatan maternitas,Keluarga,Suatu unit perawatan,Anatomi & fisiologi reproduksi,Genetika,konsepsi & perkembangan janin dll."
3394.0,Buku Ajar Bidan Psikologi Ibu & Anak,Buku,EGC,2011,"Buku ini menjelaskan tentang psikologi umum, psikologi anak, psikologi remaja, psikologi dewasa dsb."
3395.0,Buku Ajar Keperawatan Komunitas: Teori dan Praktek,Buku,Elexmedia,2007,"pelayanan kesehatan primer/2, epidemiologi, demografi, dan kesehatan masyarakat/33, hubungan ekologi/61, pendekatan advokasi pada etika dan kesehatan komunitas/97, Dll"
3396.0,Dasar-Dasar Pediatri,Buku,EGC,2008,"Anak sakit dan dokternya, gen, janin, bayi baaru lahir,gizi, infeksi, bahay -bahaya, jalan napas dan paru paru, jantung, usus, kandungan kemih dan testis, darah,keganasan, pertumbhan, endoktrim,kulit, tulang dan persendian,Dll"
3397.0,Kesehatan Masyarakat & Epidemiologi,Buku,EGC,2014,"Buku ini berisi tentang sumber dan manfaat utama informasi kesehatan, penilaian resiko, rancangan studi epidemiologi, promosi kesehatan, prinsip skrining, analis kebutuhan kesehatan dll."
3398.0,Asuhan Keperawatan Bayi Dan Anak,Buku,Salemba,2008,"Tren Model Pendekatan Asuhan Keperawatan pada Anak Dan Balita (Modulasi Respons Imun),Asuhan Keperawatan pada Anak Dengan Stres Hospitalisasi, Konsep Tumbang, Teknik Pemantauan Tumbang,Dll."
3400.0,Standar Diagnosis Keperawatan Indonesia: Definisi dan Indikator Diagnostik,Buku,PPNI,2017,"Buku ini berisi tentang ketentuan umum, ketentuan khusus, standar diagnosis keperawatan Indonesia kategori: fisiologis, nutrisi dan cairan, eliminasi, psikologis, perilaku, relasional, lingkungan dst."
